"会员","级别","评价星级","评价内容","时间","点赞数","评论数","追评时间","追评内容","页面网址","页面标题","采集时间"
"京***拖","PLUS会员","star5","信赖京东，送货速度快，东西质量也不错","2018-12-17 21:04","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:39:38.1219761"
"jd137944sma",,"star5","机子不错?！但是还是出现了不应该出现的情况，里面有四个APP是别的ID装的，要用原来的ID才能升级，现在在投诉，还是没能解决。物流都值得赞！","2018-11-10 11:20","4","5",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:39:38.1542979"
"s***8","PLUS会员","star5","非常不错 运行速度很快 工作很方便","2018-12-24 21:31","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:39:38.1799810"
"j***7","PLUS会员","star5","京东自营！产品值得信赖！东西不错！","2018-12-18 13:40","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:39:38.2099547"
"k***a","PLUS会员","star5","物流迅速，折扣力度一般，还算可以吧","2018-12-18 11:46","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:39:53.6082075"
"j***u","PLUS会员","star5","感觉不错，也有验证码提货。查了是新机，就是还不熟练，期待后期。一直在用京东。很不错。","2018-12-16 22:58","1","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:39:53.6697657"
"j***2","PLUS会员","star5","帮公司买的，送客户的，快捷方便。","2018-12-25 10:00","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:39:53.7001043"
"深***1",,"star5","用了几次，苹果的产品是不错的，等具体用过以后再具体评价吧！","2018-11-15 15:33","0","0","[购买46天后追评]",,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:39:53.7199203"
"龙***哥","PLUS会员","star5","很好，档次高，速度快，不怎么发热","2018-12-23 08:59","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:39:53.7531056"
"1***p","PLUS会员","star5","东西不错，很喜欢。以后还会再买","2018-12-17 23:55","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:39:53.7828905"
"a***7",,"star5","使用半个月，感觉挺好，很流畅，系统的话要慢慢熟悉。","2018-12-17 15:08","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:39:53.8134163"
"夕***那","PLUS会员","star5","挺好的，挺好的，挺好的，还回来","2018-12-16 20:50","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:39:53.8396976"
"1***1","PLUS会员","star5","正品好货，京东这次满意满分。","2018-12-26 20:03","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:39:53.8598491"
"程***克",,"star5","物流配送速度快，包装好，师傅服务态度好，绝对正品","2018-12-21 12:34","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:39:53.8930242"
"j***w","PLUS会员","star5","屏幕不好很**其他都行没问题","2018-12-19 01:26","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:40:09.1935476"
"j***d",,"star5","物流真是火箭的速度，包装也非常好。京东的信得过。","2018-12-16 21:33","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:40:09.2228703"
"诗***桐",,"star5","用着还不错，苹果系统挺好用的，第一次用苹果系统","2018-12-24 12:45","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:40:09.2502138"
"j***w","PLUS会员","star5","第一次用水果，感觉还可以！","2018-12-17 18:20","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:40:09.2735529"
"床***着","PLUS会员","star5","非常喜欢 京东物流赞一个","2018-12-24 02:42","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:40:09.3132778"
"w***8",,"star5","还好了，如果是我用就不买这个牌子了用华为了。","2018-12-24 14:34","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:40:09.3421191"
"d***旭",,"star5","遇到双12买的，便宜了很多，先用一段时间再说","2018-12-18 17:58","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:40:09.3698618"
"w***3","PLUS会员","star5","不错不错，帮同事代买的","2018-12-17 16:10","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:40:09.3998791"
"j***z","PLUS会员","star5","终于装好了windows系统，可以熟练使用了。开机用了7秒，速度算快吧！流畅度好！","2018-12-18 16:08","0","3",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:40:09.4374440"
"霜***枫","PLUS会员","star5","OK，非常满意！！！","2018-12-25 14:54","0","0","[购买54天后追评]","OK，非常满意！！！","https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:40:09.4636893"
"霜***枫","PLUS会员","star5","OK，非常满意！！！","2018-12-25 14:54","0","0","[购买54天后追评]","OK，非常满意！！！","https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:40:24.7698616"
"霜***枫","PLUS会员","star5","OK，非常满意！！！","2018-12-25 14:52","0","0","[购买54天后追评]","OK，非常满意！！！","https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:40:24.8032994"
"绿***1","PLUS会员","star5","儿子做笔记用，还好。","2018-12-21 00:46","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:40:24.8334082"
"w***3",,"star5","送给客户的，京东还是性价比最高，物流很快","2018-12-19 09:35","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:40:24.8932522"
"j***o",,"star5","东西不错，东东不错，价格再优惠些就更好啦","2018-12-19 14:24","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:40:24.9286166"
"山***岳",,"star5","颜值高，配置低，使用得好久才能熟悉。","2018-12-25 23:59","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:40:24.9565726"
"j***d",,"star5","电脑不错，下了双系统，就是内存买小了","2018-12-23 22:22","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:40:24.9862988"
"猫***-","PLUS会员","star5","很好，质量也杠杠的","2018-12-20 14:08","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:40:25.0207362"
"南***呀",,"star5","商家可以的呢?苹果系统办公就是好用","2018-12-17 11:51","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:40:25.0539401"
"j***a",,"star5","用到现在还是很不错的，就是内存不够","2018-12-22 14:48","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:40:25.0841548"
"j***z",,"star5","声音放大有吱吱的声音  其他都还正常","2018-12-06 01:42","0","1","[购买4天后追评]",,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:40:40.3833467"
"j***1",,"star5","商品很好用。价格还好吧。送货快","2018-12-20 09:08","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:40:40.4128267"
"婆***薛",,"star5","很好，双十一买哒，电脑反应很快","2018-12-07 13:49","0","1",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:40:40.4399822"
"x***i",,"star5","挺好，序列号都对的，官方查过","2018-12-16 23:02","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:40:40.4636613"
"南***呀",,"star5","可以的呢很喜欢的呢哈哈哈哈","2018-12-17 11:53","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:40:40.4932644"
"j***n",,"star5","非常不错的东西，非常实用","2018-12-26 19:07","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:40:40.5228204"
"低***語",,"star5","挺好的，给单位同事买的。","2018-12-23 09:28","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:40:40.5499373"
"j***q",,"star5","非常好用，手感就是不一般，是我用过最好的电脑了。","2018-11-23 11:28","4","3",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:40:40.5732150"
"a***0",,"star5","不错挺好的哈哈哈哈哈哈哈","2018-12-19 11:41","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:40:40.6002475"
"胖***儿",,"star5","用了，特别好，非常满意","2018-12-25 21:14","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:40:40.6299399"
"j***u",,"star5","性价比高 用起来挺好的","2018-12-24 12:59","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:40:55.9429118"
"趙***瑞",,"star5","送货速度很快 不错，赞","2018-12-24 12:46","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:40:55.9734451"
"j***j",,"star5","机子很好用，好评。。","2018-12-24 10:44","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:40:56.0030246"
